Date,Open,High,Low,Close,Volume
1962-01-02,0.8487809896469116,0.8690590456317285,0.8487809896469116,0.8487809896469116,51552
1962-01-03,0.8487817906074835,0.8545754573873955,0.8371942639350891,0.8371942639350891,53736
1962-01-04,0.8371937022725316,0.8487812211710076,0.8342968225479126,0.8342968225479126,48494
1962-01-05,0.8342970154104699,0.8516782977761757,0.8314002315724283,0.8429876565933228,76891
1962-01-08,0.8400907330594616,0.8400907330594616,0.8053284597818589,0.8256065249443054,93929
1962-01-09,0.8256053970355741,0.8342958327871555,0.811121112152025,0.8140178918838501,90871
1962-01-10,0.8140183372289873,0.8198120929745826,0.7995340444211579,0.8082246780395508,56794
1962-01-11,0.8082246780395508,0.8111215559123484,0.7966372148264397,0.8082246780395508,51552
1962-01-12,0.8082251294219999,0.8198125508284446,0.7995344909500067,0.8053282499313354,51552
1962-01-15,0.8053281925570593,0.8082250718413403,0.7821532548390173,0.7908438444137573,81260
1962-01-16,0.7908429326698517,0.7966366845589357,0.785049229058815,0.7879461050033569,43251
1962-01-17,0.7879468872183317,0.7937405965809315,0.7792562507572892,0.7821531295776367,62037
1962-01-18,0.782153393145061,0.7937408640530629,0.7705659222370592,0.7850502729415894,73833
1962-01-19,0.7850500083979842,0.790843717760584,0.7763594202150369,0.7821531295776367,64221
1962-01-22,0.782153393145061,0.7908439842565346,0.7792565133485327,0.7850502729415894,69901
1962-01-23,0.7850500083979842,0.790843717760584,0.7792562507572892,0.7821531295776367,37572
1962-01-24,0.7821533885960069,0.7821533885960069,0.7705659177553986,0.7763596773147583,49804
1962-01-25,0.7763596773147583,0.7850502683756868,0.7734627975350784,0.7763596773147583,49367
1962-01-26,0.7763590096236106,0.7821527159221046,0.7676684260368347,0.7676684260368347,32329
1962-01-29,0.7676685016865288,0.7734622085559621,0.7676685016865288,0.7705653309822083,23592
1962-01-30,0.7763590972717854,0.7850496818396973,0.7763590972717854,0.7792559266090393,72522
1962-01-31,0.7792565133485327,0.7879471527381177,0.7792565133485327,0.7850502729415894,84318
1962-02-01,0.7850496818396973,0.7879465594550262,0.7792559266090393,0.7792559266090393,44562
1962-02-02,0.782152353114273,0.7908429326698517,0.782152353114273,0.7879461050033569,61600
1962-02-05,0.7879471527381177,0.7966377438495912,0.782153393145061,0.7850502729415894,96987
1962-02-06,0.785050336359548,0.7937409281730652,0.7792565762984598,0.7937409281730652,59416
1962-02-07,0.7937399027024918,0.8140178918838501,0.7937399027024918,0.8140178918838501,117521
1962-02-08,0.8111218810081482,0.8111218810081482,0.805328122940428,0.8111218810081482,66406
1962-02-09,0.8111219355056974,0.8198124766349792,0.8082250562772022,0.8198124766349792,41504
1962-02-12,0.8198123834717683,0.8285029236134601,0.8198123834717683,0.8227092623710632,23155
1962-02-13,0.828502386445463,0.8400897979736328,0.828502386445463,0.8400897979736328,29271
1962-02-14,0.8400905819971507,0.8400905819971507,0.8285031596548951,0.8342968225479126,31892
1962-02-15,0.8342970154104699,0.845884536987607,0.8314002315724283,0.8429876565933228,47183
1962-02-16,0.845884382724762,0.8632655653644412,0.845884382724762,0.845884382724762,64221
1962-02-19,0.845884787737336,0.8632659786991898,0.845884787737336,0.8516785502433777,41940
1962-02-20,0.8578167027578618,0.8694876432418823,0.8432279055876308,0.8694876432418823,62911
1962-02-21,0.869487932388688,0.8724056927930307,0.8548992276191711,0.8548992276191711,97861
1962-02-23,0.8548996400927495,0.8607350664647258,0.8490641164685298,0.8519818782806396,50678
1962-02-26,0.8519810884928531,0.8578166067075385,0.8373923902082931,0.8461455702781677,33640
1962-02-27,0.8461463546564199,0.8519818782806396,0.84322859284431,0.8519818782806396,194412
1962-02-28,0.8519812957420736,0.8636522377583129,0.8519812957420736,0.8578168153762817,62474
1962-03-01,0.8578169190298464,0.8665701022866649,0.8578169190298464,0.8607345819473267,60289
1962-03-02,0.8607344779412087,0.8636522377583129,0.8519812957420736,0.8578168153762817,43688
1962-03-05,0.8578170357820892,0.8607346990966748,0.8490637540817261,0.8490637540817261,58105
1962-03-06,0.8490637068104857,0.8548992276191711,0.8490637068104857,0.8548992276191711,30145
